OBJECTID,trans_id,group_,UTMX,UTMY,Photo,Trans,lat,long_,id_group,id_group_X,id_group_Y,RASTERVALU
372,9,35,313673.565400000021327,9067627.251000000163913,300092875,9,-8.431209000000001,127.307596000000004,9_35,35.000000000000000,9.000000000000000,0.0000000
373,9,36,313661.399399999994785,9067588.377000000327826,300092895,9,-8.431559999999999,127.307484000000002,9_36,36.000000000000000,9.000000000000000,0.0000000
374,9,37,313656.254299999971408,9067555.836999999359250,300092911,9,-8.431854000000000,127.307435999999996,9_37,37.000000000000000,9.000000000000000,0.0000000
375,9,38,313648.293699999980163,9067512.224999999627471,300092934,9,-8.432248000000000,127.307361999999998,9_38,38.000000000000000,9.000000000000000,0.0000000
376,9,39,313648.542900000000373,9067480.152000000700355,300092949,9,-8.432537999999999,127.307362999999995,9_39,39.000000000000000,9.000000000000000,0.0000000
377,9,40,313642.091100000019651,9067444.177999999374151,300092967,9,-8.432862999999999,127.307303000000005,9_40,40.000000000000000,9.000000000000000,0.0000000
378,9,41,313636.231000000028871,9067424.133999999612570,300092977,9,-8.433044000000001,127.307248999999999,9_41,41.000000000000000,9.000000000000000,0.0000000
379,9,42,313636.041599999996834,9067391.616000000387430,300092993,9,-8.433337999999999,127.307246000000006,9_42,42.000000000000000,9.000000000000000,0.0000000
380,10,1,167573.504400000005262,9060871.153999999165535,300100024,10,-8.484275000000000,125.981077999999997,10_1,1.000000000000000,10.000000000000000,227.8775024
381,10,2,167550.464799999987008,9060885.809000000357628,300100047,10,-8.484140999999999,125.980869999999996,10_2,2.000000000000000,10.000000000000000,227.8775024
382,10,3,167522.101400000014110,9060890.571000000461936,300100063,10,-8.484095999999999,125.980613000000005,10_3,3.000000000000000,10.000000000000000,227.8775024
383,10,4,167492.724500000011176,9060898.092000000178814,300100080,10,-8.484026000000000,125.980346999999995,10_4,4.000000000000000,10.000000000000000,227.8775024
384,10,5,167448.700500000006286,9060904.059000000357628,300100107,10,-8.483969000000000,125.979947999999993,10_5,5.000000000000000,10.000000000000000,227.8775024
385,10,6,167405.342100000008941,9060909.479000000283122,300100131,10,-8.483917000000000,125.979555000000005,10_6,6.000000000000000,10.000000000000000,227.8775024
386,10,7,167369.758899999986170,9060907.209000000730157,300100150,10,-8.483935000000001,125.979231999999996,10_7,7.000000000000000,10.000000000000000,205.5495148
387,10,8,167343.535999999992782,9060906.007999999448657,300100166,10,-8.483943999999999,125.978994000000000,10_8,8.000000000000000,10.000000000000000,205.5495148
388,10,9,167308.370400000014342,9060906.731000000610948,300100188,10,-8.483935000000001,125.978674999999996,10_9,9.000000000000000,10.000000000000000,205.5495148
389,10,10,167263.617900000012014,9060907.156999999657273,300100216,10,-8.483928000000001,125.978268999999997,10_10,10.000000000000000,10.000000000000000,205.5495148
390,10,11,167227.224400000006426,9060909.862999999895692,300100236,10,-8.483900999999999,125.977939000000006,10_11,11.000000000000000,10.000000000000000,205.5495148
391,10,12,167179.320500000001630,9060904.507999999448657,300100266,10,-8.483946000000000,125.977503999999996,10_12,12.000000000000000,10.000000000000000,205.5495148
392,10,13,167155.168600000004517,9060892.142000000923872,300100283,10,-8.484056000000001,125.977283999999997,10_13,13.000000000000000,10.000000000000000,205.5495148
393,10,14,167126.408300000010058,9060877.083000000566244,300100306,10,-8.484190000000000,125.977022000000005,10_14,14.000000000000000,10.000000000000000,205.5495148
394,10,15,167108.231200000009267,9060861.774000000208616,300100325,10,-8.484327000000000,125.976855999999998,10_15,15.000000000000000,10.000000000000000,205.5495148
395,10,16,167085.315899999986868,9060832.146999999880791,300100347,10,-8.484593000000000,125.976646000000002,10_16,16.000000000000000,10.000000000000000,205.5495148
396,10,17,167071.675599999987753,9060814.548000000417233,300100359,10,-8.484750999999999,125.976521000000005,10_17,17.000000000000000,10.000000000000000,205.5495148
397,10,18,167041.244600000005448,9060773.459000000730157,300100388,10,-8.485120000000000,125.976241999999999,10_18,18.000000000000000,10.000000000000000,205.5495148
398,10,19,167019.495200000004843,9060749.820000000298023,300100412,10,-8.485332000000000,125.976043000000004,10_19,19.000000000000000,10.000000000000000,205.5495148
399,10,20,167010.082800000003772,9060727.161000000312924,300100429,10,-8.485536000000000,125.975955999999996,10_20,20.000000000000000,10.000000000000000,205.5495148
400,10,21,166993.770099999994272,9060698.914000000804663,300100453,10,-8.485790000000000,125.975806000000006,10_21,21.000000000000000,10.000000000000000,205.5495148
401,10,22,166978.599300000001676,9060665.583000000566244,300100487,10,-8.486090000000001,125.975666000000004,10_22,22.000000000000000,10.000000000000000,205.5495148
402,10,23,166944.970000000001164,9060610.630000000819564,300100531,10,-8.486584000000001,125.975357000000002,10_23,23.000000000000000,10.000000000000000,0.0000000
403,10,24,166914.570399999996880,9060565.555999999865890,300100579,10,-8.486988999999999,125.975077999999996,10_24,24.000000000000000,10.000000000000000,0.0000000
404,10,25,166891.526000000012573,9060552.533999999985099,300100602,10,-8.487105000000000,125.974868000000001,10_25,25.000000000000000,10.000000000000000,0.0000000
405,10,26,166862.358399999997346,9060519.094000000506639,300100628,10,-8.487405000000001,125.974601000000007,10_26,26.000000000000000,10.000000000000000,0.0000000
406,10,27,166835.781099999992875,9060506.819000000134110,300100642,10,-8.487513999999999,125.974359000000007,10_27,27.000000000000000,10.000000000000000,0.0000000
407,10,28,166794.918700000009267,9060489.007999999448657,300100662,10,-8.487672000000000,125.973986999999994,10_28,28.000000000000000,10.000000000000000,0.0000000
408,10,29,166697.569400000007590,9060520.575999999418855,300100678,10,-8.487380000000000,125.973106000000001,10_29,29.000000000000000,10.000000000000000,0.0000000
409,10,30,166668.418000000005122,9060527.433000000193715,300100720,10,-8.487316000000000,125.972842000000000,10_30,30.000000000000000,10.000000000000000,0.0000000
410,10,31,166627.433199999999488,9060511.171000000089407,300100743,10,-8.487460000000000,125.972469000000004,10_31,31.000000000000000,10.000000000000000,0.0000000
411,11,1,162656.491500000003725,9061559.334000000730157,300110762,11,-8.477710999999999,125.936516999999995,11_1,1.000000000000000,11.000000000000000,0.0000000
412,11,2,162626.632699999987381,9061557.768999999389052,300110785,11,-8.477722999999999,125.936245999999997,11_2,2.000000000000000,11.000000000000000,0.0000000
413,11,3,162580.318100000004051,9061560.281999999657273,300110810,11,-8.477696999999999,125.935826000000006,11_3,3.000000000000000,11.000000000000000,0.0000000
414,11,4,162552.879699999990407,9061559.290999999269843,300110824,11,-8.477703999999999,125.935576999999995,11_4,4.000000000000000,11.000000000000000,0.0000000
415,11,5,162521.923000000009779,9061557.164000000804663,300110839,11,-8.477721000000001,125.935295999999994,11_5,5.000000000000000,11.000000000000000,0.0000000
416,11,6,162499.004500000010012,9061556.097999999299645,300110850,11,-8.477729000000000,125.935087999999993,11_6,6.000000000000000,11.000000000000000,0.0000000
417,11,7,162458.742200000007870,9061559.876000000163913,300110871,11,-8.477691999999999,125.934723000000005,11_7,7.000000000000000,11.000000000000000,0.0000000
418,11,8,162433.573000000003958,9061564.660000000149012,300110884,11,-8.477646999999999,125.934494999999998,11_8,8.000000000000000,11.000000000000000,0.0000000
419,11,9,162399.585300000006100,9061569.483999999240041,300110902,11,-8.477601000000000,125.934186999999994,11_9,9.000000000000000,11.000000000000000,0.0000000
420,11,10,162357.191300000005867,9061591.957000000402331,300110928,11,-8.477395000000000,125.933803999999995,11_10,10.000000000000000,11.000000000000000,0.0000000
421,11,11,162321.394599999999627,9061588.573999999091029,300110948,11,-8.477423000000000,125.933479000000005,11_11,11.000000000000000,11.000000000000000,0.0000000
422,11,12,162278.486100000009174,9061606.392000000923872,300110977,11,-8.477259000000000,125.933091000000005,11_12,12.000000000000000,11.000000000000000,122.4738541
423,11,13,162232.405700000002980,9061607.134999999776483,300111010,11,-8.477249000000000,125.932672999999994,11_13,13.000000000000000,11.000000000000000,122.4738541
424,11,14,162198.769599999999627,9061595.355000000447035,300111033,11,-8.477353000000001,125.932366999999999,11_14,14.000000000000000,11.000000000000000,122.4738541
425,11,15,162169.167799999995623,9061589.142999999225140,300111053,11,-8.477406999999999,125.932097999999996,11_15,15.000000000000000,11.000000000000000,0.0000000
426,11,16,162145.527499999996508,9061581.759999999776483,300111070,11,-8.477472000000001,125.931882999999999,11_16,16.000000000000000,11.000000000000000,0.0000000
427,11,17,162113.137099999992643,9061565.781999999657273,300111093,11,-8.477614000000001,125.931588000000005,11_17,17.000000000000000,11.000000000000000,0.0000000
428,11,18,162089.565000000002328,9061549.764000000432134,300111110,11,-8.477757000000000,125.931372999999994,11_18,18.000000000000000,11.000000000000000,0.0000000
429,11,19,162077.475999999995111,9061517.339999999850988,300111132,11,-8.478049000000000,125.931261000000006,11_19,19.000000000000000,11.000000000000000,0.0000000
430,11,20,162034.206299999990733,9061497.179999999701977,300111156,11,-8.478228000000000,125.930867000000006,11_20,20.000000000000000,11.000000000000000,0.0000000
431,12,1,162006.955099999991944,9061486.447000000625849,300121237,12,-8.478323000000000,125.930618999999993,12_1,1.000000000000000,12.000000000000000,0.0000000
432,12,2,161978.897300000011455,9061480.135999999940395,300121258,12,-8.478377999999999,125.930363999999997,12_2,2.000000000000000,12.000000000000000,0.0000000
433,12,3,161949.223900000011781,9061469.051000000908971,300121277,12,-8.478476000000001,125.930093999999997,12_3,3.000000000000000,12.000000000000000,0.0000000
434,12,4,161915.055200000002515,9061454.941999999806285,300121297,12,-8.478600999999999,125.929783000000000,12_4,4.000000000000000,12.000000000000000,0.0000000
435,12,5,161872.595600000000559,9061429.915999999269843,300121322,12,-8.478823999999999,125.929395999999997,12_5,5.000000000000000,12.000000000000000,0.0000000
436,12,6,161828.801799999986542,9061434.220000000670552,300121345,12,-8.478782000000001,125.928999000000005,12_6,6.000000000000000,12.000000000000000,0.0000000
437,12,7,161784.902899999986403,9061451.808000000193715,300121370,12,-8.478619999999999,125.928601999999998,12_7,7.000000000000000,12.000000000000000,0.0000000
438,12,8,161739.978100000007544,9061445.807000000029802,300121401,12,-8.478671000000000,125.928194000000005,12_8,8.000000000000000,12.000000000000000,0.0000000
439,12,9,161694.803899999998976,9061443.456000000238419,300121435,12,-8.478688999999999,125.927784000000003,12_9,9.000000000000000,12.000000000000000,0.0000000
440,12,10,161662.926999999996042,9061432.243000000715256,300121457,12,-8.478788000000000,125.927493999999996,12_10,10.000000000000000,12.000000000000000,0.0000000
441,12,11,161639.072500000009313,9061424.083000000566244,300121472,12,-8.478859999999999,125.927277000000004,12_11,11.000000000000000,12.000000000000000,0.0000000
442,12,12,161600.513500000000931,9061407.614000000059605,300121497,12,-8.479006000000000,125.926925999999995,12_12,12.000000000000000,12.000000000000000,0.0000000
443,12,13,161567.796100000006845,9061391.189999999478459,300121522,12,-8.479151999999999,125.926627999999994,12_13,13.000000000000000,12.000000000000000,0.0000000
444,12,14,161549.079100000002654,9061374.546000000089407,300121535,12,-8.479301000000000,125.926456999999999,12_14,14.000000000000000,12.000000000000000,0.0000000
445,12,15,161504.836999999999534,9061351.941999999806285,300121561,12,-8.479502000000000,125.926053999999993,12_15,15.000000000000000,12.000000000000000,0.0000000
446,12,16,161472.053899999998976,9061343.821000000461936,300121577,12,-8.479573000000000,125.925756000000007,12_16,16.000000000000000,12.000000000000000,0.0000000
447,12,17,161451.511900000012247,9061348.861999999731779,300121589,12,-8.479526000000000,125.925569999999993,12_17,17.000000000000000,12.000000000000000,0.0000000
448,12,18,161416.231399999989662,9061335.960999999195337,300121610,12,-8.479640000000000,125.925248999999994,12_18,18.000000000000000,12.000000000000000,0.0000000
449,12,19,161369.511800000007497,9061319.980000000447035,300121635,12,-8.479780999999999,125.924824000000001,12_19,19.000000000000000,12.000000000000000,0.0000000
450,13,1,129553.482600000003004,9093835.225999999791384,300130011,13,-8.183794000000001,125.638732000000005,13_1,1.000000000000000,13.000000000000000,11.5916243
451,13,2,129541.586599999995087,9093793.153999999165535,300130050,13,-8.184172999999999,125.638621000000001,13_2,2.000000000000000,13.000000000000000,11.5916243
452,13,3,129525.190199999997276,9093748.276000000536442,300130086,13,-8.184577000000001,125.638469000000001,13_3,3.000000000000000,13.000000000000000,11.5916243
453,13,4,129511.803400000004331,9093712.948000000789762,300130112,13,-8.184894999999999,125.638345000000001,13_4,4.000000000000000,13.000000000000000,11.5916243
454,13,5,129504.319900000002235,9093671.024000000208616,300130136,13,-8.185273000000000,125.638273999999996,13_5,5.000000000000000,13.000000000000000,11.5916243
455,13,6,129502.957599999994272,9093636.017000000923872,300130157,13,-8.185589000000000,125.638259000000005,13_6,6.000000000000000,13.000000000000000,11.5916243
456,13,7,129512.281600000002072,9093589.803999999538064,300130182,13,-8.186007000000000,125.638339999999999,13_7,7.000000000000000,13.000000000000000,11.5916243
457,13,8,129516.608399999997346,9093560.604000000283122,300130197,13,-8.186271000000000,125.638377000000006,13_8,8.000000000000000,13.000000000000000,11.5916243
458,13,9,129531.400899999993271,9093520.195000000298023,300130219,13,-8.186636999999999,125.638508000000002,13_9,9.000000000000000,13.000000000000000,11.5916243
459,13,10,129539.710800000000745,9093489.698999999091029,300130238,13,-8.186913000000001,125.638581000000002,13_10,10.000000000000000,13.000000000000000,11.5916243
460,13,11,129555.842999999993481,9093460.597999999299645,300130261,13,-8.187177000000000,125.638724999999994,13_11,11.000000000000000,13.000000000000000,11.5916243
461,13,12,129555.311499999996158,9093431.800000000745058,300130280,13,-8.187436999999999,125.638717999999997,13_12,12.000000000000000,13.000000000000000,11.5916243
462,13,13,129554.100500000000466,9093405.099999999627471,300130299,13,-8.187678000000000,125.638705000000002,13_13,13.000000000000000,13.000000000000000,11.5916243
463,13,14,129547.714800000001560,9093363.849999999627471,300130325,13,-8.188050000000000,125.638643999999999,13_14,14.000000000000000,13.000000000000000,11.5916243
464,13,15,129532.980200000005425,9093318.210999999195337,300130353,13,-8.188461000000000,125.638507000000004,13_15,15.000000000000000,13.000000000000000,11.5916243
465,13,16,129529.971300000004703,9093282.192999999970198,300130376,13,-8.188786000000000,125.638476999999995,13_16,16.000000000000000,13.000000000000000,11.5916243
466,13,17,129524.748500000001513,9093260.221999999135733,300130395,13,-8.188984000000000,125.638428000000005,13_17,17.000000000000000,13.000000000000000,11.5916243
467,13,18,129508.860599999999977,9093220.553999999538064,300130422,13,-8.189341000000001,125.638281000000006,13_18,18.000000000000000,13.000000000000000,11.5916243
468,13,19,129497.257199999992736,9093196.313999999314547,300130438,13,-8.189558999999999,125.638174000000006,13_19,19.000000000000000,13.000000000000000,11.5916243
469,13,20,129483.301600000006147,9093163.085000000894070,300130457,13,-8.189857999999999,125.638045000000005,13_20,20.000000000000000,13.000000000000000,11.5916243
470,13,21,129484.268500000005588,9093139.836999999359250,300130469,13,-8.190068000000000,125.638052000000002,13_21,21.000000000000000,13.000000000000000,19.1978703
471,13,22,129487.338199999998324,9093102.652000000700355,300130493,13,-8.190403999999999,125.638076999999996,13_22,22.000000000000000,13.000000000000000,19.1978703
472,13,23,129488.448799999998300,9093062.240000000223517,300130524,13,-8.190769000000000,125.638084000000006,13_23,23.000000000000000,13.000000000000000,19.1978703
473,13,24,129476.361399999994319,9093029.912000000476837,300130554,13,-8.191060000000000,125.637972000000005,13_24,24.000000000000000,13.000000000000000,19.1978703
474,13,25,129450.562500000000000,9093001.123999999836087,300130580,13,-8.191318000000001,125.637736000000004,13_25,25.000000000000000,13.000000000000000,19.1978703
475,13,26,129442.202399999994668,9092971.707000000402331,300130600,13,-8.191583000000000,125.637658000000002,13_26,26.000000000000000,13.000000000000000,19.1978703
476,13,27,129439.531300000002375,9092934.916999999433756,300130632,13,-8.191915000000000,125.637630999999999,13_27,27.000000000000000,13.000000000000000,19.1978703
477,13,28,129439.184500000003027,9092897.260999999940395,300130662,13,-8.192254999999999,125.637625000000000,13_28,28.000000000000000,13.000000000000000,19.1978703
478,13,29,129437.347800000003190,9092866.237999999895692,300130687,13,-8.192534999999999,125.637606000000005,13_29,29.000000000000000,13.000000000000000,19.1978703
479,13,30,129444.363500000006752,9092832.187000000849366,300130709,13,-8.192843000000000,125.637666999999993,13_30,30.000000000000000,13.000000000000000,19.1978703
480,14,1,127763.735300000000279,9090716.230000000447035,300140949,14,-8.211822000000000,125.622274000000004,14_1,1.000000000000000,14.000000000000000,68.2944260
481,14,2,127797.806800000005751,9090731.911000000312924,300140974,14,-8.211683000000001,125.622584000000003,14_2,2.000000000000000,14.000000000000000,68.2944260
482,14,3,127825.488899999996647,9090759.498999999836087,300141003,14,-8.211436000000001,125.622837000000004,14_3,3.000000000000000,14.000000000000000,68.2944260
483,14,4,127853.708199999993667,9090762.616000000387430,300141021,14,-8.211410000000001,125.623092999999997,14_4,4.000000000000000,14.000000000000000,68.2944260
484,14,5,127873.725500000000466,9090796.341000000014901,300141049,14,-8.211107000000000,125.623277000000002,14_5,5.000000000000000,14.000000000000000,68.2944260
485,14,6,127883.386199999993551,9090828.316999999806285,300141072,14,-8.210819000000001,125.623367000000002,14_6,6.000000000000000,14.000000000000000,68.2944260
486,14,7,127900.393100000001141,9090865.781999999657273,300141100,14,-8.210482000000001,125.623524000000003,14_7,7.000000000000000,14.000000000000000,68.2944260
487,14,8,127918.146800000002258,9090893.175000000745058,300141122,14,-8.210236000000000,125.623687000000004,14_8,8.000000000000000,14.000000000000000,68.2944260
488,14,9,127941.850999999995111,9090934.573000000789762,300141150,14,-8.209864000000000,125.623904999999993,14_9,9.000000000000000,14.000000000000000,68.2944260
489,14,10,127963.823699999993551,9090971.968000000342727,300141176,14,-8.209528000000001,125.624106999999995,14_10,10.000000000000000,14.000000000000000,68.2944260
490,14,11,127973.082999999998719,9090986.110999999567866,300141186,14,-8.209401000000000,125.624191999999994,14_11,11.000000000000000,14.000000000000000,68.2944260
491,14,12,127997.735300000000279,9091019.764000000432134,300141210,14,-8.209099000000000,125.624418000000006,14_12,12.000000000000000,14.000000000000000,68.2944260
492,14,13,128013.599000000001979,9091061.981000000610948,300141247,14,-8.208719000000000,125.624565000000004,14_13,13.000000000000000,14.000000000000000,68.2944260
493,14,14,128026.619399999995949,9091101.184000000357628,300141277,14,-8.208366000000000,125.624685999999997,14_14,14.000000000000000,14.000000000000000,68.2944260
494,14,15,128040.571899999995367,9091134.526000000536442,300141302,14,-8.208066000000001,125.624814999999998,14_15,15.000000000000000,14.000000000000000,68.2944260
495,14,16,128052.585099999996601,9091162.312999999150634,300141323,14,-8.207815999999999,125.624926000000002,14_16,16.000000000000000,14.000000000000000,0.0000000
496,14,17,128068.938800000003539,9091198.776000000536442,300141346,14,-8.207488000000000,125.625077000000005,14_17,17.000000000000000,14.000000000000000,0.0000000
497,14,18,128080.483699999997043,9091229.770999999716878,300141361,14,-8.207209000000001,125.625184000000004,14_18,18.000000000000000,14.000000000000000,0.0000000
498,14,19,128102.048899999994319,9091263.176000000908971,300141383,14,-8.206909000000000,125.625382000000002,14_19,19.000000000000000,14.000000000000000,0.0000000
499,14,20,128130.944600000002538,9091303.951999999582767,300141410,14,-8.206543000000000,125.625647000000001,14_20,20.000000000000000,14.000000000000000,0.0000000
500,14,21,128148.760599999994156,9091337.105000000447035,300141433,14,-8.206244999999999,125.625810999999999,14_21,21.000000000000000,14.000000000000000,0.0000000
501,14,22,128161.616599999993923,9091369.661000000312924,300141454,14,-8.205952000000000,125.625929999999997,14_22,22.000000000000000,14.000000000000000,0.0000000
502,14,23,128179.169200000003912,9091407.905999999493361,300141477,14,-8.205608000000000,125.626092000000000,14_23,23.000000000000000,14.000000000000000,0.0000000
503,14,24,128194.357000000003609,9091438.710000000894070,300141496,14,-8.205330999999999,125.626232000000002,14_24,24.000000000000000,14.000000000000000,0.0000000
504,14,25,128204.470700000005309,9091469.360999999567866,300141507,14,-8.205055000000000,125.626326000000006,14_25,25.000000000000000,14.000000000000000,0.0000000
505,14,26,128225.379799999995157,9091502.096000000834465,300141529,14,-8.204761000000000,125.626518000000004,14_26,26.000000000000000,14.000000000000000,37.0499916
506,14,27,128245.233099999997648,9091529.174000000581145,300141544,14,-8.204518000000000,125.626700000000000,14_27,27.000000000000000,14.000000000000000,37.0499916
507,14,28,128260.531900000001770,9091546.801000000908971,300141556,14,-8.204359999999999,125.626840000000001,14_28,28.000000000000000,14.000000000000000,37.0499916
508,14,29,128285.227100000003702,9091588.538000000640750,300141575,14,-8.203984999999999,125.627066999999997,14_29,29.000000000000000,14.000000000000000,37.0499916
509,14,30,128294.082200000004377,9091611.426000000908971,300141587,14,-8.203779000000001,125.627149000000003,14_30,30.000000000000000,14.000000000000000,37.0499916
510,14,31,128309.532800000000861,9091637.248999999836087,300141601,14,-8.203547000000000,125.627291000000000,14_31,31.000000000000000,14.000000000000000,37.0499916
511,14,32,128327.772299999996903,9091685.687999999150634,300141626,14,-8.203111000000000,125.627459999999999,14_32,32.000000000000000,14.000000000000000,37.0499916
512,14,33,128349.449699999997392,9091705.803999999538064,300141639,14,-8.202931000000000,125.627657999999997,14_33,33.000000000000000,14.000000000000000,37.0499916
513,14,34,128370.773400000005495,9091741.754000000655651,300141657,14,-8.202608000000000,125.627853999999999,14_34,34.000000000000000,14.000000000000000,37.0499916
514,14,35,128388.297099999996135,9091770.362999999895692,300141675,14,-8.202351000000000,125.628015000000005,14_35,35.000000000000000,14.000000000000000,37.0499916
515,14,36,128414.026500000007218,9091807.235999999567866,300141695,14,-8.202019999999999,125.628251000000006,14_36,36.000000000000000,14.000000000000000,37.0499916
516,14,37,128430.662400000001071,9091823.323999999091029,300141709,14,-8.201876000000000,125.628403000000006,14_37,37.000000000000000,14.000000000000000,37.0499916
517,14,38,128456.620500000004540,9091846.133999999612570,300141723,14,-8.201672000000000,125.628640000000004,14_38,38.000000000000000,14.000000000000000,37.0499916
518,14,39,128494.791599999996834,9091873.033999999985099,300141745,14,-8.201432000000000,125.628988000000007,14_39,39.000000000000000,14.000000000000000,37.0499916
519,14,40,128542.296000000002095,9091905.326999999582767,300141769,14,-8.201143999999999,125.629420999999994,14_40,40.000000000000000,14.000000000000000,37.0499916
520,14,41,128578.065000000002328,9091929.217000000178814,300141787,14,-8.200931000000001,125.629746999999995,14_41,41.000000000000000,14.000000000000000,37.0499916
521,14,42,128621.312300000005052,9091956.048000000417233,300141809,14,-8.200692000000000,125.630140999999995,14_42,42.000000000000000,14.000000000000000,37.0499916
522,14,43,128648.063200000004144,9091976.427999999374151,300141825,14,-8.200510000000000,125.630385000000004,14_43,43.000000000000000,14.000000000000000,37.0499916
523,14,44,128674.999500000005355,9092001.018999999389052,300141842,14,-8.200290000000001,125.630630999999994,14_44,44.000000000000000,14.000000000000000,37.0499916
524,14,45,128693.653200000000652,9092013.357000000774860,300141854,14,-8.200180000000000,125.630801000000005,14_45,45.000000000000000,14.000000000000000,37.0499916
525,14,46,128726.219100000002072,9092037.662000000476837,300141874,14,-8.199963000000000,125.631097999999994,14_46,46.000000000000000,14.000000000000000,37.0499916
526,15,1,126769.114499999996042,9089080.289999999105930,300151899,15,-8.226518000000000,125.613134000000002,15_1,1.000000000000000,15.000000000000000,166.5290680
527,15,2,126779.464000000007218,9089056.789000000804663,300151913,15,-8.226730999999999,125.613225999999997,15_2,2.000000000000000,15.000000000000000,166.5290680
528,15,3,126821.951600000000326,9089055.597999999299645,300151943,15,-8.226744999999999,125.613611000000006,15_3,3.000000000000000,15.000000000000000,166.5290680
529,15,4,126851.562699999994948,9089076.668999999761581,300151966,15,-8.226557000000000,125.613881000000006,15_4,4.000000000000000,15.000000000000000,166.5290680
530,15,5,126869.007199999992736,9089101.291999999433756,300151984,15,-8.226336000000000,125.614041000000000,15_5,5.000000000000000,15.000000000000000,166.5290680
531,15,6,126901.197000000000116,9089117.512000000104308,300152006,15,-8.226191999999999,125.614333999999999,15_6,6.000000000000000,15.000000000000000,166.5290680
532,15,7,126930.767900000006193,9089143.345000000670552,300152034,15,-8.225961000000000,125.614604000000000,15_7,7.000000000000000,15.000000000000000,166.5290680
533,15,8,126955.362200000003213,9089157.507999999448657,300152051,15,-8.225835000000000,125.614828000000003,15_8,8.000000000000000,15.000000000000000,117.7874069
534,15,9,126979.809800000002724,9089175.987999999895692,300152069,15,-8.225669999999999,125.615050999999994,15_9,9.000000000000000,15.000000000000000,117.7874069
535,15,10,127014.326499999995576,9089204.076999999582767,300152098,15,-8.225419000000000,125.615365999999995,15_10,10.000000000000000,15.000000000000000,117.7874069
536,15,11,127034.847399999998743,9089217.208000000566244,300152116,15,-8.225301999999999,125.615553000000006,15_11,11.000000000000000,15.000000000000000,117.7874069
537,15,12,127057.748500000001513,9089235.896999999880791,300152136,15,-8.225135000000000,125.615762000000004,15_12,12.000000000000000,15.000000000000000,117.7874069
538,15,13,127085.679699999993318,9089259.944000000134110,300152158,15,-8.224919999999999,125.616016999999999,15_13,13.000000000000000,15.000000000000000,117.7874069
539,15,14,127124.274699999994482,9089288.510999999940395,300152188,15,-8.224665000000000,125.616369000000006,15_14,14.000000000000000,15.000000000000000,117.7874069
540,15,15,127151.176699999996345,9089303.800000000745058,300152203,15,-8.224529000000000,125.616613999999998,15_15,15.000000000000000,15.000000000000000,101.1078796
541,15,16,127185.300000000002910,9089326.237999999895692,300152229,15,-8.224328999999999,125.616924999999995,15_16,16.000000000000000,15.000000000000000,101.1078796
542,15,17,127206.279200000004494,9089337.379000000655651,300152243,15,-8.224230000000000,125.617115999999996,15_17,17.000000000000000,15.000000000000000,101.1078796
543,15,18,127235.552100000000792,9089359.333000000566244,300152265,15,-8.224034000000000,125.617383000000004,15_18,18.000000000000000,15.000000000000000,101.1078796
544,15,19,127269.333299999998417,9089383.096999999135733,300152289,15,-8.223822000000000,125.617690999999994,15_19,19.000000000000000,15.000000000000000,101.1078796
545,15,20,127293.121899999998277,9089401.239000000059605,300152311,15,-8.223660000000001,125.617908000000000,15_20,20.000000000000000,15.000000000000000,101.1078796
546,15,21,127327.277100000006612,9089432.980000000447035,300152342,15,-8.223376000000000,125.618219999999994,15_21,21.000000000000000,15.000000000000000,101.1078796
547,15,22,127357.697299999999814,9089462.807000000029802,300152368,15,-8.223108999999999,125.618498000000002,15_22,22.000000000000000,15.000000000000000,101.1078796
548,15,23,127383.291299999997136,9089489.269999999552965,300152397,15,-8.222872000000001,125.618731999999994,15_23,23.000000000000000,15.000000000000000,101.1078796
549,15,24,127401.998500000001513,9089508.143999999389052,300152411,15,-8.222702999999999,125.618903000000003,15_24,24.000000000000000,15.000000000000000,101.1078796
550,15,25,127428.351800000004005,9089536.164000000804663,300152436,15,-8.222452000000001,125.619144000000006,15_25,25.000000000000000,15.000000000000000,101.1078796
551,15,26,127445.163899999999558,9089557.347999999299645,300152453,15,-8.222262000000001,125.619298000000001,15_26,26.000000000000000,15.000000000000000,101.1078796
552,15,27,127467.598800000007031,9089579.023000000044703,300152472,15,-8.222068000000000,125.619502999999995,15_27,27.000000000000000,15.000000000000000,101.1078796
553,15,28,127485.416100000002189,9089598.775000000372529,300152486,15,-8.221890999999999,125.619665999999995,15_28,28.000000000000000,15.000000000000000,101.1078796
554,15,29,127509.123500000001513,9089626.551000000908971,300152506,15,-8.221641999999999,125.619883000000002,15_29,29.000000000000000,15.000000000000000,101.1078796
555,15,30,127536.184599999993225,9089662.219000000506639,300152532,15,-8.221322000000001,125.620131000000001,15_30,30.000000000000000,15.000000000000000,101.1078796
556,15,31,127551.624400000000605,9089689.150000000372529,300152552,15,-8.221080000000001,125.620272999999997,15_31,31.000000000000000,15.000000000000000,101.1078796
557,15,32,127575.560899999996764,9089715.930999999865890,300152585,15,-8.220840000000001,125.620491999999999,15_32,32.000000000000000,15.000000000000000,101.1078796
558,15,33,127596.195300000006682,9089754.867000000551343,300152622,15,-8.220490000000000,125.620682000000002,15_33,33.000000000000000,15.000000000000000,101.1078796
559,16,1,119120.156199999997625,9081104.233999999240041,300160014,16,-8.297942000000001,125.543182000000002,16_1,1.000000000000000,16.000000000000000,1088.3133545
